model_nm,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,rpt_dt,sales_through_dt
CAMARO A1AC CONV              ,0,2,1,0,1,2,0,0,0,0,0,0,8/11/2023,8/10/2023
CAMARO A1BC COUPE             ,-1,2,5,4,-17,2,-1,0,0,0,0,0,8/11/2023,8/10/2023
CANYON 31CG2                  ,0,0,0,2,15,30,19,6,0,0,0,0,8/11/2023,8/10/2023
CANYON 31XGN                  ,84,81,82,49,25,7,3,0,0,0,0,0,8/11/2023,8/10/2023
CELESTIQ L246                 ,0,0,0,0,0,0,0,0,0,0,0,0,8/11/2023,8/10/2023
COLORADO 31CC2                ,0,0,15,46,262,368,389,92,0,0,0,0,8/11/2023,8/10/2023
COLORADO 31XCN                ,517,447,190,61,23,2,2,0,0,0,0,0,8/11/2023,8/10/2023
CORVETTE Y200                 ,2,4,9,5,3,3,3,1,0,0,0,0,8/11/2023,8/10/2023
CT4 A2SL                      ,2,4,1,0,1,0,1,0,0,0,0,0,8/11/2023,8/10/2023
CT5 A2LL                      ,2,2,1,2,3,3,0,0,0,0,0,0,8/11/2023,8/10/2023
ENCLAVE C1YB                  ,25,38,18,8,11,13,23,4,0,0,0,0,8/11/2023,8/10/2023
ENCORE GX 9BUB                ,67,52,74,21,78,35,67,6,0,0,0,0,8/11/2023,8/10/2023
ENCORE G1UB                   ,24,36,24,27,12,6,10,-3,0,0,0,0,8/11/2023,8/10/2023
ENVISION E2UB                 ,585,651,971,1113,688,1016,29,-1,0,0,0,0,8/11/2023,8/10/2023
ENVISTA 9BQB1                 ,0,0,0,0,0,0,0,0,0,0,0,0,8/11/2023,8/10/2023
EQUINOX D2UC                  ,559,486,471,403,300,265,306,93,0,0,0,0,8/11/2023,8/10/2023
EQUINOX EV C223               ,0,0,0,0,0,0,0,0,0,0,0,0,8/11/2023,8/10/2023
ESCALADE ESV T1YLF            ,-8,-5,6,7,10,8,4,-1,0,0,0,0,8/11/2023,8/10/2023
ESCALADE T1ULF                ,2,4,10,2,9,8,5,2,0,0,0,0,8/11/2023,8/10/2023
EXPRESS VAN 610               ,880,805,992,510,513,684,900,444,0,0,0,0,8/11/2023,8/10/2023
HUM BEV BT1UG                 ,0,0,0,0,0,0,0,0,0,0,0,0,8/11/2023,8/10/2023
LCF DSL-JP I-700N             ,2,0,0,-1,-1,-1,3,0,0,0,0,0,8/11/2023,8/10/2023
LCF GAS-US I-700N             ,25,39,16,60,49,49,38,3,0,0,0,0,8/11/2023,8/10/2023
LCF 6500XD I-700N             ,5,2,2,9,9,5,4,0,0,0,0,0,8/11/2023,8/10/2023
LYRIQ L233                    ,0,1,0,2,0,0,1,1,0,0,0,0,8/11/2023,8/10/2023
MALIBU E2SC                   ,133,111,120,91,51,39,23,14,0,0,0,0,8/11/2023,8/10/2023
PICKUP-E BEV BT1FG            ,0,0,0,0,0,0,0,0,0,0,0,0,8/11/2023,8/10/2023
SAVANA VAN 610                ,62,49,78,49,115,156,267,108,0,0,0,0,8/11/2023,8/10/2023
SIERRA T1CGF LD CREW          ,497,479,517,444,379,369,321,109,0,0,0,0,8/11/2023,8/10/2023
SIERRA T1CGH HD CREW          ,339,309,341,311,307,343,249,80,0,0,0,0,8/11/2023,8/10/2023
SIERRA T1EGF LD DBL           ,47,64,105,121,102,167,198,30,0,0,0,0,8/11/2023,8/10/2023
SIERRA T1EGH HD DBL           ,24,47,61,52,97,108,119,34,0,0,0,0,8/11/2023,8/10/2023
SIERRA T1RGF LD REG           ,24,22,26,12,33,50,53,14,0,0,0,0,8/11/2023,8/10/2023
SIERRA T1RGH HD REG           ,32,80,86,84,112,119,127,39,0,0,0,0,8/11/2023,8/10/2023
SILVERADO EV BT1CC            ,0,0,0,0,0,0,0,0,0,0,0,0,8/11/2023,8/10/2023
SILVERADO T1CCF LD CREW       ,1536,1607,1799,1351,1223,1166,1080,284,0,0,0,0,8/11/2023,8/10/2023
SILVERADO T1CCH HD CREW       ,616,595,868,935,1069,1039,913,258,0,0,0,0,8/11/2023,8/10/2023
SILVERADO T1ECF LD DBL        ,111,117,151,181,168,166,273,69,0,0,0,0,8/11/2023,8/10/2023
SILVERADO T1ECH HD DBL        ,140,166,175,219,207,172,116,18,0,0,0,0,8/11/2023,8/10/2023
SILVERADO T1RCF LD REG        ,44,15,25,9,11,24,14,5,0,0,0,0,8/11/2023,8/10/2023
SILVERADO T1RCH HD REG        ,64,55,87,92,156,241,202,39,0,0,0,0,8/11/2023,8/10/2023
SILVERADO 4500/5500           ,128,246,253,94,31,129,366,92,0,0,0,0,8/11/2023,8/10/2023
SPARK M2JC                    ,2,0,1,2,0,0,0,1,0,0,0,0,8/11/2023,8/10/2023
SUBURBAN T1YCF                ,33,50,88,55,79,84,70,35,0,0,0,0,8/11/2023,8/10/2023
TAHOE T1UCF                   ,86,76,126,118,104,153,124,34,0,0,0,0,8/11/2023,8/10/2023
TERRAIN D2UG                  ,51,67,65,53,63,74,86,12,0,0,0,0,8/11/2023,8/10/2023
TRAILBLAZER 9BYC              ,45,83,55,62,43,72,75,25,0,0,0,0,8/11/2023,8/10/2023
TRAVERSE C1YC                 ,132,155,212,154,140,144,172,50,0,0,0,0,8/11/2023,8/10/2023
TRAVERSE C1YC2                ,0,0,0,0,0,0,0,0,0,0,0,0,8/11/2023,8/10/2023
TRAX 9BQC1                    ,0,0,0,2,28,34,40,18,0,0,0,0,8/11/2023,8/10/2023
TRAX-K G1UC                   ,34,38,35,13,10,2,0,1,0,0,0,0,8/11/2023,8/10/2023
XT4 E2UL                      ,2,1,1,0,2,1,0,0,0,0,0,0,8/11/2023,8/10/2023
XT5 C1UL                      ,96,70,92,70,112,83,58,18,0,0,0,0,8/11/2023,8/10/2023
XT6 C1TL                      ,0,0,-4,-11,-5,-1,-3,0,0,0,0,0,8/11/2023,8/10/2023
YUKON T1UGF                   ,25,27,44,62,47,70,68,18,0,0,0,0,8/11/2023,8/10/2023
YUKON XL T1YGF                ,27,38,72,32,47,57,54,15,0,0,0,0,8/11/2023,8/10/2023
ACADIA C1UG                   ,42,64,55,59,69,38,47,0,0,0,0,0,8/1/2023,7/31/2023
AV A110                       ,0,0,0,0,0,0,0,0,0,0,0,0,8/1/2023,7/31/2023
BLAZER C1UC                   ,56,40,29,51,44,43,52,0,0,0,0,0,8/1/2023,7/31/2023
BLAZER EV C234                ,0,0,0,0,0,0,0,0,0,0,0,0,8/1/2023,7/31/2023
BOLT C110                     ,-84,-146,-157,-166,-64,-26,-26,0,0,0,0,0,8/1/2023,7/31/2023
BOLT EUV C121                 ,-7,14,3,9,10,9,5,0,0,0,0,0,8/1/2023,7/31/2023
CAMARO A1AC CONV              ,0,2,1,0,1,2,0,0,0,0,0,0,8/1/2023,7/31/2023
CAMARO A1BC COUPE             ,-1,2,5,4,-17,2,-1,0,0,0,0,0,8/1/2023,7/31/2023
CANYON 31CG2                  ,0,0,0,2,15,30,19,0,0,0,0,0,8/1/2023,7/31/2023
CANYON 31XGN                  ,84,81,82,49,25,7,3,0,0,0,0,0,8/1/2023,7/31/2023
CELESTIQ L246                 ,0,0,0,0,0,0,0,0,0,0,0,0,8/1/2023,7/31/2023
COLORADO 31CC2                ,0,0,15,46,262,368,391,0,0,0,0,0,8/1/2023,7/31/2023
COLORADO 31XCN                ,517,447,190,61,23,2,2,0,0,0,0,0,8/1/2023,7/31/2023
CORVETTE Y200                 ,2,4,9,5,3,3,3,0,0,0,0,0,8/1/2023,7/31/2023
CT4 A2SL                      ,2,4,1,0,1,0,1,0,0,0,0,0,8/1/2023,7/31/2023
CT5 A2LL                      ,2,2,1,2,3,3,0,0,0,0,0,0,8/1/2023,7/31/2023
ENCLAVE C1YB                  ,25,38,18,8,11,13,24,0,0,0,0,0,8/1/2023,7/31/2023
ENCORE GX 9BUB                ,67,52,74,21,78,35,67,0,0,0,0,0,8/1/2023,7/31/2023
ENCORE G1UB                   ,24,36,24,27,15,6,10,0,0,0,0,0,8/1/2023,7/31/2023
ENVISION E2UB                 ,585,651,971,1113,688,1016,29,0,0,0,0,0,8/1/2023,7/31/2023
ENVISTA 9BQB1                 ,0,0,0,0,0,0,0,0,0,0,0,0,8/1/2023,7/31/2023
EQUINOX D2UC                  ,559,486,472,403,300,265,306,0,0,0,0,0,8/1/2023,7/31/2023
EQUINOX EV C223               ,0,0,0,0,0,0,0,0,0,0,0,0,8/1/2023,7/31/2023
ESCALADE ESV T1YLF            ,-8,-5,6,7,10,8,4,0,0,0,0,0,8/1/2023,7/31/2023
ESCALADE T1ULF                ,2,4,10,2,9,8,6,0,0,0,0,0,8/1/2023,7/31/2023
EXPRESS VAN 610               ,881,807,995,510,515,690,901,0,0,0,0,0,8/1/2023,7/31/2023
HUM BEV BT1UG                 ,0,0,0,0,0,0,0,0,0,0,0,0,8/1/2023,7/31/2023
LCF DSL-JP I-700N             ,2,0,0,-1,-1,-1,3,0,0,0,0,0,8/1/2023,7/31/2023
LCF GAS-US I-700N             ,25,39,18,60,49,49,38,0,0,0,0,0,8/1/2023,7/31/2023
LCF 6500XD I-700N             ,5,2,2,9,9,5,4,0,0,0,0,0,8/1/2023,7/31/2023
LYRIQ L233                    ,0,1,0,2,0,0,1,0,0,0,0,0,8/1/2023,7/31/2023
MALIBU E2SC                   ,133,111,120,91,50,39,22,0,0,0,0,0,8/1/2023,7/31/2023
PICKUP-E BEV BT1FG            ,0,0,0,0,0,0,0,0,0,0,0,0,8/1/2023,7/31/2023
SAVANA VAN 610                ,62,49,78,49,115,156,253,0,0,0,0,0,8/1/2023,7/31/2023
SIERRA T1CGF LD CREW          ,497,479,518,444,379,369,321,0,0,0,0,0,8/1/2023,7/31/2023
SIERRA T1CGH HD CREW          ,339,309,341,311,307,343,251,0,0,0,0,0,8/1/2023,7/31/2023
SIERRA T1EGF LD DBL           ,47,64,105,121,103,167,200,0,0,0,0,0,8/1/2023,7/31/2023
SIERRA T1EGH HD DBL           ,24,47,61,52,97,108,119,0,0,0,0,0,8/1/2023,7/31/2023
SIERRA T1RGF LD REG           ,24,22,26,12,33,50,53,0,0,0,0,0,8/1/2023,7/31/2023
SIERRA T1RGH HD REG           ,32,80,86,84,112,119,127,0,0,0,0,0,8/1/2023,7/31/2023
SILVERADO EV BT1CC            ,0,0,0,0,0,0,0,0,0,0,0,0,8/1/2023,7/31/2023
SILVERADO T1CCF LD CREW       ,1536,1607,1801,1352,1224,1169,1085,0,0,0,0,0,8/1/2023,7/31/2023
SILVERADO T1CCH HD CREW       ,616,595,869,935,1071,1042,917,0,0,0,0,0,8/1/2023,7/31/2023
SILVERADO T1ECF LD DBL        ,111,117,151,181,168,169,274,0,0,0,0,0,8/1/2023,7/31/2023
SILVERADO T1ECH HD DBL        ,140,166,175,219,208,171,116,0,0,0,0,0,8/1/2023,7/31/2023
SILVERADO T1RCF LD REG        ,44,15,25,9,11,24,14,0,0,0,0,0,8/1/2023,7/31/2023
SILVERADO T1RCH HD REG        ,64,55,87,92,156,241,204,0,0,0,0,0,8/1/2023,7/31/2023
SILVERADO 4500/5500           ,128,246,253,94,31,129,367,0,0,0,0,0,8/1/2023,7/31/2023
SPARK M2JC                    ,2,0,1,2,0,0,0,0,0,0,0,0,8/1/2023,7/31/2023
SUBURBAN T1YCF                ,33,50,88,56,79,84,71,0,0,0,0,0,8/1/2023,7/31/2023
TAHOE T1UCF                   ,86,76,126,118,104,153,127,0,0,0,0,0,8/1/2023,7/31/2023
TERRAIN D2UG                  ,51,67,65,53,63,74,87,0,0,0,0,0,8/1/2023,7/31/2023
TRAILBLAZER 9BYC              ,45,83,55,62,43,72,76,0,0,0,0,0,8/1/2023,7/31/2023
TRAVERSE C1YC                 ,132,155,212,154,140,144,172,0,0,0,0,0,8/1/2023,7/31/2023
TRAVERSE C1YC2                ,0,0,0,0,0,0,0,0,0,0,0,0,8/1/2023,7/31/2023
TRAX 9BQC1                    ,0,0,0,2,28,34,40,0,0,0,0,0,8/1/2023,7/31/2023
TRAX-K G1UC                   ,34,38,35,13,10,2,0,0,0,0,0,0,8/1/2023,7/31/2023
XT4 E2UL                      ,2,1,1,0,2,1,0,0,0,0,0,0,8/1/2023,7/31/2023
XT5 C1UL                      ,96,70,92,70,112,83,58,0,0,0,0,0,8/1/2023,7/31/2023
XT6 C1TL                      ,0,0,-4,-11,-5,-1,-3,0,0,0,0,0,8/1/2023,7/31/2023
YUKON T1UGF                   ,25,27,44,62,47,71,68,0,0,0,0,0,8/1/2023,7/31/2023
YUKON XL T1YGF                ,27,38,72,32,47,58,56,0,0,0,0,0,8/1/2023,7/31/2023
ACADIA C1UG                   ,42,64,55,59,69,38,43,64,41,0,0,0,9/23/2023,9/22/2023
AV A110                       ,0,0,0,0,0,0,0,0,0,0,0,0,9/23/2023,9/22/2023
BLAZER C1UC                   ,56,40,29,51,44,42,52,41,30,0,0,0,9/23/2023,9/22/2023
BLAZER EV C234                ,0,0,0,0,0,0,0,0,0,0,0,0,9/23/2023,9/22/2023
BOLT C110                     ,-84,-146,-157,-166,-64,-26,-27,-22,-17,0,0,0,9/23/2023,9/22/2023
BOLT EUV C121                 ,-7,14,3,9,10,8,5,12,2,0,0,0,9/23/2023,9/22/2023
CAMARO A1AC CONV              ,0,2,1,0,1,2,0,2,1,0,0,0,9/23/2023,9/22/2023
CAMARO A1BC COUPE             ,-1,2,5,4,-17,2,-1,0,1,0,0,0,9/23/2023,9/22/2023
CANYON 31CG2                  ,0,0,0,2,15,30,17,16,4,0,0,0,9/23/2023,9/22/2023
CANYON 31XGN                  ,84,81,82,49,25,7,3,1,0,0,0,0,9/23/2023,9/22/2023
CELESTIQ L246                 ,0,0,0,0,0,0,0,0,0,0,0,0,9/23/2023,9/22/2023
COLORADO 31CC2                ,0,0,15,46,262,367,381,329,190,0,0,0,9/23/2023,9/22/2023
COLORADO 31XCN                ,517,447,190,61,23,1,2,2,-1,0,0,0,9/23/2023,9/22/2023
CORVETTE Y200                 ,2,4,9,5,3,3,3,7,1,0,0,0,9/23/2023,9/22/2023
CT4 A2SL                      ,2,4,1,0,1,0,1,0,1,0,0,0,9/23/2023,9/22/2023
CT5 A2LL                      ,2,2,1,2,3,3,0,0,2,0,0,0,9/23/2023,9/22/2023
ENCLAVE C1YB                  ,25,38,18,8,11,13,23,16,11,0,0,0,9/23/2023,9/22/2023
ENCORE GX 9BUB                ,67,52,74,21,78,35,67,25,14,0,0,0,9/23/2023,9/22/2023
ENCORE G1UB                   ,24,36,24,27,12,6,10,3,3,0,0,0,9/23/2023,9/22/2023
ENVISION E2UB                 ,585,651,971,1113,688,1016,29,2,2,0,0,0,9/23/2023,9/22/2023
ENVISTA 9BQB1                 ,0,0,0,0,0,0,0,0,3,0,0,0,9/23/2023,9/22/2023
EQUINOX D2UC                  ,559,486,471,402,300,264,305,424,269,0,0,0,9/23/2023,9/22/2023
EQUINOX EV C223               ,0,0,0,0,0,0,0,0,0,0,0,0,9/23/2023,9/22/2023
ESCALADE ESV T1YLF            ,-8,-5,6,7,10,8,4,3,4,0,0,0,9/23/2023,9/22/2023
ESCALADE T1ULF                ,2,4,10,2,9,8,4,10,5,0,0,0,9/23/2023,9/22/2023
EXPRESS VAN 610               ,873,802,982,507,507,679,889,1067,782,0,0,0,9/23/2023,9/22/2023
HUM BEV BT1UG                 ,0,0,0,0,0,0,0,0,0,0,0,0,9/23/2023,9/22/2023
LCF DSL-JP I-700N             ,2,0,0,-1,-1,-1,3,3,5,0,0,0,9/23/2023,9/22/2023
LCF GAS-US I-700N             ,25,36,16,60,49,49,38,4,-7,0,0,0,9/23/2023,9/22/2023
LCF 6500XD I-700N             ,5,2,2,9,9,5,4,5,2,0,0,0,9/23/2023,9/22/2023
LYRIQ L233                    ,0,1,0,2,0,0,1,0,0,0,0,0,9/23/2023,9/22/2023
MALIBU E2SC                   ,133,111,120,91,51,39,24,89,56,0,0,0,9/23/2023,9/22/2023
PICKUP-E BEV BT1FG            ,0,0,0,0,0,0,0,2,3,0,0,0,9/23/2023,9/22/2023
SAVANA VAN 610                ,62,49,78,49,95,155,267,322,150,0,0,0,9/23/2023,9/22/2023
SIERRA T1CGF LD CREW          ,497,479,516,444,375,370,320,404,196,0,0,0,9/23/2023,9/22/2023
SIERRA T1CGH HD CREW          ,339,309,340,309,305,341,246,286,172,0,0,0,9/23/2023,9/22/2023
SIERRA T1EGF LD DBL           ,47,64,105,121,101,167,193,173,77,0,0,0,9/23/2023,9/22/2023
SIERRA T1EGH HD DBL           ,24,47,61,52,97,108,119,159,91,0,0,0,9/23/2023,9/22/2023
SIERRA T1RGF LD REG           ,24,22,26,12,33,50,53,94,60,0,0,0,9/23/2023,9/22/2023
SIERRA T1RGH HD REG           ,32,80,86,84,111,117,127,122,89,0,0,0,9/23/2023,9/22/2023
SILVERADO EV BT1CC            ,0,0,0,0,0,0,0,0,0,0,0,0,9/23/2023,9/22/2023
SILVERADO T1CCF LD CREW       ,1536,1608,1800,1349,1220,1160,1065,1162,676,0,0,0,9/23/2023,9/22/2023
SILVERADO T1CCH HD CREW       ,615,594,867,934,1068,1038,907,1110,712,0,0,0,9/23/2023,9/22/2023
SILVERADO T1ECF LD DBL        ,111,117,150,181,167,166,270,248,132,0,0,0,9/23/2023,9/22/2023
SILVERADO T1ECH HD DBL        ,140,166,174,218,208,172,115,109,80,0,0,0,9/23/2023,9/22/2023
SILVERADO T1RCF LD REG        ,44,15,25,9,11,24,14,39,64,0,0,0,9/23/2023,9/22/2023
SILVERADO T1RCH HD REG        ,64,55,87,92,154,240,198,198,104,0,0,0,9/23/2023,9/22/2023
SILVERADO 4500/5500           ,128,246,253,94,31,129,362,293,128,0,0,0,9/23/2023,9/22/2023
SPARK M2JC                    ,2,0,1,2,0,0,0,1,0,0,0,0,9/23/2023,9/22/2023
SUBURBAN T1YCF                ,33,50,88,55,79,84,69,123,67,0,0,0,9/23/2023,9/22/2023
TAHOE T1UCF                   ,86,75,126,118,104,152,122,145,122,0,0,0,9/23/2023,9/22/2023
TERRAIN D2UG                  ,51,67,65,53,63,73,86,49,27,0,0,0,9/23/2023,9/22/2023
TRAILBLAZER 9BYC              ,45,83,55,62,43,71,75,88,44,0,0,0,9/23/2023,9/22/2023
TRAVERSE C1YC                 ,132,155,212,154,140,146,172,219,104,0,0,0,9/23/2023,9/22/2023
TRAVERSE C1YC2                ,0,0,0,0,0,0,0,0,0,0,0,0,9/23/2023,9/22/2023
TRAX 9BQC1                    ,0,0,0,2,28,34,40,56,40,0,0,0,9/23/2023,9/22/2023
TRAX-K G1UC                   ,34,38,35,13,10,2,0,1,0,0,0,0,9/23/2023,9/22/2023
XT4 E2UL                      ,2,1,1,0,2,1,0,0,1,0,0,0,9/23/2023,9/22/2023
XT5 C1UL                      ,96,70,92,70,112,83,58,49,12,0,0,0,9/23/2023,9/22/2023
XT6 C1TL                      ,0,0,-4,-11,-5,-1,-2,3,1,0,0,0,9/23/2023,9/22/2023
YUKON T1UGF                   ,25,27,44,62,47,70,67,61,51,0,0,0,9/23/2023,9/22/2023
YUKON XL T1YGF                ,27,38,72,32,47,56,52,71,31,0,0,0,9/23/2023,9/22/2023
ACADIA C1UG                   ,42,64,55,59,69,38,37,0,0,0,0,0,7/29/2023,7/28/2023
AV A110                       ,0,0,0,0,0,0,0,0,0,0,0,0,7/29/2023,7/28/2023
BLAZER C1UC                   ,56,40,29,51,44,43,43,0,0,0,0,0,7/29/2023,7/28/2023
BLAZER EV C234                ,0,0,0,0,0,0,0,0,0,0,0,0,7/29/2023,7/28/2023
BOLT C110                     ,-84,-146,-157,-166,-64,-26,-24,0,0,0,0,0,7/29/2023,7/28/2023
BOLT EUV C121                 ,-7,14,3,9,10,9,4,0,0,0,0,0,7/29/2023,7/28/2023
CAMARO A1AC CONV              ,0,2,1,0,1,2,0,0,0,0,0,0,7/29/2023,7/28/2023
CAMARO A1BC COUPE             ,-1,2,5,4,-17,2,-1,0,0,0,0,0,7/29/2023,7/28/2023
CANYON 31CG2                  ,0,0,0,2,15,30,18,0,0,0,0,0,7/29/2023,7/28/2023
CANYON 31XGN                  ,84,81,82,49,25,7,3,0,0,0,0,0,7/29/2023,7/28/2023
CAPTIVA C140                  ,0,0,0,0,0,0,0,0,0,0,0,0,7/29/2023,7/28/2023
CELESTIQ L246                 ,0,0,0,0,0,0,0,0,0,0,0,0,7/29/2023,7/28/2023
COLORADO 31CC2                ,0,0,15,46,262,367,330,0,0,0,0,0,7/29/2023,7/28/2023
COLORADO 31XCN                ,517,447,190,61,23,2,2,0,0,0,0,0,7/29/2023,7/28/2023
CORVETTE Y200                 ,2,4,9,5,3,3,3,0,0,0,0,0,7/29/2023,7/28/2023
CT4 A2SL                      ,2,4,1,0,1,0,0,0,0,0,0,0,7/29/2023,7/28/2023
CT5 A2LL                      ,2,2,1,2,3,3,0,0,0,0,0,0,7/29/2023,7/28/2023
ENCLAVE C1YB                  ,25,38,18,8,11,13,13,0,0,0,0,0,7/29/2023,7/28/2023
ENCORE GX 9BUB                ,67,52,74,21,78,35,44,0,0,0,0,0,7/29/2023,7/28/2023
ENCORE G1UB                   ,24,36,24,27,15,6,6,0,0,0,0,0,7/29/2023,7/28/2023
ENVISION E2UB                 ,585,651,971,1113,688,1017,10,0,0,0,0,0,7/29/2023,7/28/2023
ENVISTA 9BQB1                 ,0,0,0,0,0,0,0,0,0,0,0,0,7/29/2023,7/28/2023
EQUINOX D2UC                  ,559,486,472,403,300,265,252,0,0,0,0,0,7/29/2023,7/28/2023
EQUINOX EV C223               ,0,0,0,0,0,0,0,0,0,0,0,0,7/29/2023,7/28/2023
ESCALADE ESV T1YLF            ,-8,-5,6,7,10,8,6,0,0,0,0,0,7/29/2023,7/28/2023
ESCALADE T1ULF                ,2,4,10,2,9,8,4,0,0,0,0,0,7/29/2023,7/28/2023
EXPRESS VAN 610               ,881,809,995,510,515,690,762,0,0,0,0,0,7/29/2023,7/28/2023
HUM BEV BT1UG                 ,0,0,0,0,0,0,0,0,0,0,0,0,7/29/2023,7/28/2023
LCF DSL-JP I-700N             ,2,0,0,-1,-1,-1,3,0,0,0,0,0,7/29/2023,7/28/2023
LCF GAS-US I-700N             ,25,39,18,60,49,49,30,0,0,0,0,0,7/29/2023,7/28/2023
LCF 6500XD I-700N             ,5,2,2,9,9,5,4,0,0,0,0,0,7/29/2023,7/28/2023
LYRIQ L233                    ,0,1,0,2,0,0,0,0,0,0,0,0,7/29/2023,7/28/2023
MALIBU E2SC                   ,133,111,120,91,50,39,23,0,0,0,0,0,7/29/2023,7/28/2023
PICKUP-E BEV BT1FG            ,0,0,0,0,0,0,0,0,0,0,0,0,7/29/2023,7/28/2023
SAVANA VAN 610                ,62,49,78,49,115,156,217,0,0,0,0,0,7/29/2023,7/28/2023
SIERRA T1CGF LD CREW          ,497,479,518,444,379,369,269,0,0,0,0,0,7/29/2023,7/28/2023
SIERRA T1CGH HD CREW          ,339,309,341,311,307,343,204,0,0,0,0,0,7/29/2023,7/28/2023
SIERRA T1EGF LD DBL           ,47,64,105,121,103,168,161,0,0,0,0,0,7/29/2023,7/28/2023
SIERRA T1EGH HD DBL           ,24,47,61,52,97,109,86,0,0,0,0,0,7/29/2023,7/28/2023
SIERRA T1RGF LD REG           ,24,22,26,12,33,50,40,0,0,0,0,0,7/29/2023,7/28/2023
SIERRA T1RGH HD REG           ,32,80,86,84,112,119,102,0,0,0,0,0,7/29/2023,7/28/2023
SILVERADO EV BT1CC            ,0,0,0,0,0,0,0,0,0,0,0,0,7/29/2023,7/28/2023
SILVERADO T1CCF LD CREW       ,1536,1607,1801,1352,1224,1169,909,0,0,0,0,0,7/29/2023,7/28/2023
SILVERADO T1CCH HD CREW       ,616,595,870,935,1071,1041,732,0,0,0,0,0,7/29/2023,7/28/2023
SILVERADO T1ECF LD DBL        ,111,117,151,181,168,169,233,0,0,0,0,0,7/29/2023,7/28/2023
SILVERADO T1ECH HD DBL        ,140,166,175,219,208,172,103,0,0,0,0,0,7/29/2023,7/28/2023
SILVERADO T1RCF LD REG        ,44,15,25,9,11,24,13,0,0,0,0,0,7/29/2023,7/28/2023
SILVERADO T1RCH HD REG        ,64,55,87,92,156,241,175,0,0,0,0,0,7/29/2023,7/28/2023
SILVERADO 4500/5500           ,128,246,253,94,31,129,326,0,0,0,0,0,7/29/2023,7/28/2023
SPARK M2JC                    ,2,0,1,2,0,0,0,0,0,0,0,0,7/29/2023,7/28/2023
SUBURBAN T1YCF                ,33,50,88,56,79,84,64,0,0,0,0,0,7/29/2023,7/28/2023
TAHOE T1UCF                   ,86,76,126,118,104,153,103,0,0,0,0,0,7/29/2023,7/28/2023
TERRAIN D2UG                  ,51,67,65,53,63,74,67,0,0,0,0,0,7/29/2023,7/28/2023
TRAILBLAZER 9BYC              ,45,83,55,62,43,72,65,0,0,0,0,0,7/29/2023,7/28/2023
TRAVERSE C1YC                 ,132,155,212,154,140,144,129,0,0,0,0,0,7/29/2023,7/28/2023
TRAVERSE C1YC2                ,0,0,0,0,0,0,0,0,0,0,0,0,7/29/2023,7/28/2023
TRAX 9BQC1                    ,0,0,0,2,28,34,36,0,0,0,0,0,7/29/2023,7/28/2023
TRAX-K G1UC                   ,34,38,35,13,10,2,0,0,0,0,0,0,7/29/2023,7/28/2023
XT4 E2UL                      ,2,1,1,0,2,1,0,0,0,0,0,0,7/29/2023,7/28/2023
XT5 C1UL                      ,96,70,92,70,112,83,58,0,0,0,0,0,7/29/2023,7/28/2023
XT6 C1TL                      ,0,0,-4,-11,-5,-1,-3,0,0,0,0,0,7/29/2023,7/28/2023
YUKON T1UGF                   ,25,27,44,62,47,71,55,0,0,0,0,0,7/29/2023,7/28/2023
YUKON XL T1YGF                ,27,38,72,32,47,59,46,0,0,0,0,0,7/29/2023,7/28/2023
ACADIA C1UG                   ,42,64,55,59,69,38,30,0,0,0,0,0,7/28/2023,7/27/2023
AV A110                       ,0,0,0,0,0,0,0,0,0,0,0,0,7/28/2023,7/27/2023
BLAZER C1UC                   ,56,40,29,51,44,43,41,0,0,0,0,0,7/28/2023,7/27/2023
BLAZER EV C234                ,0,0,0,0,0,0,0,0,0,0,0,0,7/28/2023,7/27/2023
BOLT C110                     ,-84,-146,-157,-166,-64,-26,-25,0,0,0,0,0,7/28/2023,7/27/2023
BOLT EUV C121                 ,-7,14,3,9,10,9,1,0,0,0,0,0,7/28/2023,7/27/2023
CAMARO A1AC CONV              ,0,2,1,0,1,2,0,0,0,0,0,0,7/28/2023,7/27/2023
CAMARO A1BC COUPE             ,-1,2,5,4,-17,2,-1,0,0,0,0,0,7/28/2023,7/27/2023
CANYON 31CG2                  ,0,0,0,2,15,30,17,0,0,0,0,0,7/28/2023,7/27/2023
CANYON 31XGN                  ,84,81,82,49,25,7,3,0,0,0,0,0,7/28/2023,7/27/2023
CAPTIVA C140                  ,0,0,0,0,0,0,0,0,0,0,0,0,7/28/2023,7/27/2023
CELESTIQ L246                 ,0,0,0,0,0,0,0,0,0,0,0,0,7/28/2023,7/27/2023
COLORADO 31CC2                ,0,0,15,46,262,367,304,0,0,0,0,0,7/28/2023,7/27/2023
COLORADO 31XCN                ,517,447,190,61,23,2,2,0,0,0,0,0,7/28/2023,7/27/2023
CORVETTE Y200                 ,2,4,9,5,3,3,2,0,0,0,0,0,7/28/2023,7/27/2023
CT4 A2SL                      ,2,4,1,0,1,0,0,0,0,0,0,0,7/28/2023,7/27/2023
CT5 A2LL                      ,2,2,1,2,3,3,0,0,0,0,0,0,7/28/2023,7/27/2023
ENCLAVE C1YB                  ,25,38,18,8,11,13,11,0,0,0,0,0,7/28/2023,7/27/2023
ENCORE GX 9BUB                ,67,52,74,21,78,35,28,0,0,0,0,0,7/28/2023,7/27/2023
